id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,origin_id,network_id,contents
114,2019-10-09 23:51:09.543177,green,roof,,,,t,2019-10-09 23:52:23.400608,{},info,11,3,2
112,2019-10-09 23:51:05.742971,bright,shirt,,,,t,2019-10-09 23:52:23.417935,{},info,11,3,4
105,2019-10-09 23:50:47.017263,yellow,dragon,,,,t,2019-10-09 23:52:23.474013,{},info,11,3,2
133,2019-10-09 23:52:25.242237,,,,,,f,,{},info,5,5,"{{red,sunset,a},{red,hole,a},{purple,wheel,a},{purple,octopus,an},{solid,food,NA},{brown,clump,a},{slippery,slipper,a},{dark,cow,a},{dark,barn,a},{wet,sock,a},{yellow,duckling,a},{pink,crayon,a},{dark,owl,an},{orange,balloon,a},{solid,smack,a},{green,knife,a},{bright,card,a},{wooden,stool,a},{yellow,flag,a},{plastic,tunnel,a}}"
170,2019-10-09 23:53:11.649599,dead,person,,,,t,2019-10-09 23:53:40.883395,{},info,13,1,3
168,2019-10-09 23:53:09.63304,moist,skin,,,,t,2019-10-09 23:53:40.891978,{},info,13,1,4
148,2019-10-09 23:52:47.207904,silver,line,,,,t,2019-10-09 23:53:40.980331,{},info,13,1,3
165,2019-10-09 23:53:05.338771,solid,smack,,,,t,2019-10-09 23:53:41.211244,{},info,12,5,1
163,2019-10-09 23:53:03.198502,orange,balloon,,,,t,2019-10-09 23:53:41.223046,{},info,12,5,3
160,2019-10-09 23:53:00.239094,dark,owl,,,,t,2019-10-09 23:53:41.233843,{},info,12,5,5
147,2019-10-09 23:52:45.235643,slippery,slipper,,,,t,2019-10-09 23:53:41.301973,{},info,12,5,1
142,2019-10-09 23:52:38.17791,solid,food,,,,t,2019-10-09 23:53:41.320572,{},info,12,5,6
179,2019-10-09 23:55:23.843594,yellow,curve,,,,f,,{},info,14,3,1
190,2019-10-09 23:55:59.906614,fuzzy,fur,,,,f,,{},info,14,3,5
193,2019-10-09 23:56:08.606398,red,hand,,,,f,,{},info,14,3,2
196,2019-10-09 23:56:20.756607,green,helmet,,,,f,,{},info,14,3,3
200,2019-10-10 00:05:32.069705,red,sunset,,,,f,,{},info,15,5,3
115,2019-10-09 23:51:11.190529,yellow,flag,,,,t,2019-10-09 23:51:40.494046,{},info,10,5,3
99,2019-10-09 23:50:15.057481,wet,sock,,,,t,2019-10-09 23:51:40.580596,{},info,10,5,2
92,2019-10-09 23:49:59.43422,purple,wheel,,,,t,2019-10-09 23:51:40.639745,{},info,10,5,2
209,2019-10-10 00:05:57.221282,wet,sock,,,,f,,{},info,15,5,4
130,2019-10-09 23:51:56.064658,green,helmet,,,,t,2019-10-09 23:52:23.259191,{},info,11,3,3
117,2019-10-09 23:51:14.282655,wet,snow,,,,t,2019-10-09 23:52:23.383194,{},info,11,3,3
108,2019-10-09 23:50:56.093396,grey,bridge,,,,t,2019-10-09 23:52:23.440354,{},info,11,3,5
136,2019-10-09 23:52:32.05056,,,,,,f,,{},info,1,1,"{{pink,bow,a},{springy,tail,a},{buttered,dough,NA},{hot,door,a},{silver,ship,a},{purple,ladybug,a},{silver,line,a},{wet,rag,a},{hot,cake,a},{hot,noodle,a},{orange,snack,a},{orange,sticker,a},{brown,color,a},{naked,girl,a},{green,grasshopper,a},{flat,cardboard,NA},{yellow,puppy,a},{moist,skin,NA},{dead,person,a},{brown,rock,a}}"
214,2019-10-10 00:06:06.314841,solid,smack,,,,f,,{},info,15,5,2
87,2019-10-09 23:48:44.593361,brown,rock,,,,t,2019-10-09 23:49:08.608446,{},info,9,1,3
86,2019-10-09 23:48:42.91066,dead,person,,,,t,2019-10-09 23:49:08.616257,{},info,9,1,3
79,2019-10-09 23:48:25.529839,orange,sticker,,,,t,2019-10-09 23:49:08.672458,{},info,9,1,3
75,2019-10-09 23:48:14.671247,wet,rag,,,,t,2019-10-09 23:49:08.707648,{},info,9,1,3
72,2019-10-09 23:48:06.70695,silver,ship,,,,t,2019-10-09 23:49:08.732053,{},info,9,1,4
70,2019-10-09 23:48:02.3479,buttered,dough,,,,t,2019-10-09 23:49:08.747555,{},info,9,1,4
69,2019-10-09 23:47:58.577434,springy,tail,,,,t,2019-10-09 23:49:08.755675,{},info,9,1,3
218,2019-10-10 00:06:11.027462,yellow,flag,,,,f,,{},info,15,5,3
172,2019-10-09 23:53:13.129925,brown,rock,,,,t,2019-10-09 23:53:40.873023,{},info,13,1,3
167,2019-10-09 23:53:08.158663,yellow,puppy,,,,t,2019-10-09 23:53:40.900017,{},info,13,1,3
164,2019-10-09 23:53:05.210501,flat,cardboard,,,,t,2019-10-09 23:53:40.908832,{},info,13,1,4
150,2019-10-09 23:52:48.882945,wet,rag,,,,t,2019-10-09 23:53:40.972064,{},info,13,1,4
166,2019-10-09 23:53:07.187851,green,knife,,,,t,2019-10-09 23:53:41.199588,{},info,12,5,3
158,2019-10-09 23:52:58.299954,pink,crayon,,,,t,2019-10-09 23:53:41.242453,{},info,12,5,4
144,2019-10-09 23:52:40.912906,brown,clump,,,,t,2019-10-09 23:53:41.311396,{},info,12,5,4
191,2019-10-09 23:56:02.888716,green,track,,,,f,,{},info,14,3,3
192,2019-10-09 23:56:05.343313,wet,towel,,,,f,,{},info,14,3,4
198,2019-10-09 23:56:27.224812,,attentioncheck,,,,f,,{},info,14,3,5
116,2019-10-09 23:51:13.211204,plastic,tunnel,,,,t,2019-10-09 23:51:40.48581,{},info,10,5,4
91,2019-10-09 23:49:57.165237,red,hole,,,,t,2019-10-09 23:51:40.647719,{},info,10,5,2
90,2019-10-09 23:49:54.535464,red,sunset,,,,t,2019-10-09 23:51:40.655594,{},info,10,5,7
77,2019-10-09 23:48:21.825061,hot,noodle,,,,t,2019-10-09 23:49:08.688967,{},info,9,1,4
73,2019-10-09 23:48:10.072165,purple,ladybug,,,,t,2019-10-09 23:49:08.72398,{},info,9,1,1
71,2019-10-09 23:48:04.484589,hot,door,,,,t,2019-10-09 23:49:08.739705,{},info,9,1,2
89,2019-10-09 23:49:50.882747,,,,,,f,,{},info,5,5,"{{red,sunset,a},{red,hole,a},{purple,wheel,a},{purple,octopus,an},{solid,food,NA},{brown,clump,a},{slippery,slipper,a},{dark,cow,a},{dark,barn,a},{wet,sock,a},{yellow,duckling,a},{pink,crayon,a},{dark,owl,an},{orange,balloon,a},{solid,smack,a},{green,knife,a},{bright,card,a},{wooden,stool,a},{yellow,flag,a},{plastic,tunnel,a}}"
202,2019-10-10 00:05:35.786814,purple,wheel,,,,f,,{},info,15,5,3
131,2019-10-09 23:51:58.749712,yellow,ticket,,,,t,2019-10-09 23:52:23.251107,{},info,11,3,3
106,2019-10-09 23:50:51.865279,yellow,curve,,,,t,2019-10-09 23:52:23.458042,{},info,11,3,3
174,2019-10-09 23:53:15.142389,,attentioncheck,,,,t,2019-10-09 23:53:40.863564,{},info,13,1,5
141,2019-10-09 23:52:37.758966,buttered,dough,,,,t,2019-10-09 23:53:41.014231,{},info,13,1,4
171,2019-10-09 23:53:12.785082,wooden,stool,,,,t,2019-10-09 23:53:41.179422,{},info,12,5,6
155,2019-10-09 23:52:54.587474,yellow,duckling,,,,t,2019-10-09 23:53:41.251922,{},info,12,5,6
177,2019-10-09 23:55:12.345925,,,,,,f,,{},info,3,3,"{{yellow,dragon,a},{yellow,curve,a},{grey,bridge,a},{red,arrow,an},{bright,shirt,a},{green,roof,a},{wet,snow,NA},{bright,star,a},{purple,bin,a},{purple,salad,a},{pink,basement,a},{fat,leg,a},{fuzzy,fur,NA},{green,track,a},{wet,towel,a},{red,hand,a},{orange,nose,a},{plastic,garbage,NA},{green,helmet,a},{yellow,ticket,a}}"
178,2019-10-09 23:55:16.336182,yellow,dragon,,,,f,,{},info,14,3,2
189,2019-10-09 23:55:55.837442,fat,leg,,,,f,,{},info,14,3,3
199,2019-10-10 00:05:23.300587,,,,,,f,,{},info,5,5,"{{red,sunset,a},{red,hole,a},{purple,wheel,a},{purple,octopus,an},{solid,food,NA},{brown,clump,a},{slippery,slipper,a},{dark,cow,a},{dark,barn,a},{wet,sock,a},{yellow,duckling,a},{pink,crayon,a},{dark,owl,an},{orange,balloon,a},{solid,smack,a},{green,knife,a},{bright,card,a},{wooden,stool,a},{yellow,flag,a},{plastic,tunnel,a}}"
118,2019-10-09 23:51:14.904262,,attentioncheck,,,,t,2019-10-09 23:51:40.47709,{},info,10,5,5
201,2019-10-10 00:05:34.559499,red,hole,,,,f,,{},info,15,5,2
208,2019-10-10 00:05:55.125644,dark,barn,,,,f,,{},info,15,5,2
156,2019-10-09 23:52:54.824359,orange,snack,,,,t,2019-10-09 23:53:40.948158,{},info,13,1,3
135,2019-10-09 23:52:30.885597,red,hole,,,,t,2019-10-09 23:53:41.349649,{},info,12,5,1
210,2019-10-10 00:05:59.319703,yellow,duckling,,,,f,,{},info,15,5,3
85,2019-10-09 23:48:41.047778,moist,skin,,,,t,2019-10-09 23:49:08.62393,{},info,9,1,3
81,2019-10-09 23:48:32.384149,naked,girl,,,,t,2019-10-09 23:49:08.656584,{},info,9,1,3
80,2019-10-09 23:48:27.679748,brown,color,,,,t,2019-10-09 23:49:08.664443,{},info,9,1,3
78,2019-10-09 23:48:23.916449,orange,snack,,,,t,2019-10-09 23:49:08.680909,{},info,9,1,3
